eventId;firPlace;eventType;eventTitleFemale0;teamQnt;prizeUSD;maxPrizeUSD;endDate
3751;11600;Online;False;8.0;23200.0;23200;2018-07-02
3827;2400;Online;False;8.0;4800.0;4800;2018-07-16
3825;1500;Online;False;8.0;3000.0;3000;2018-07-14
3819;3500;Online;False;8.0;5000.0;5000;2018-07-22
3814;4684;Online;False;8.0;0.0;7750;2018-08-21
3704;30000;Reg. LAN;False;6.0;60000.0;60000;2018-07-14
3812;5399;Online;False;4.0;0.0;10500;2018-07-07
2686;0;asd;False;;;0;
2429;0;asd;False;;;0;
2530;0;asd;False;;;0;
2579;0;asd;False;;;0;
2586;0;asd;False;;;0;
2587;0;asd;False;;;0;
2588;0;asd;False;;;0;
2265;0;asd;False;;;0;
2309;0;asd;False;;;0;
2465;0;asd;False;;;0;
2473;0;asd;False;;;0;
2486;0;asd;False;;;0;
2493;0;asd;False;;;0;
2502;0;asd;False;;;0;
2509;0;asd;False;;;0;
2515;0;asd;False;;;0;
2531;0;asd;False;;;0;
2506;0;asd;False;;;0;
2347;0;asd;False;;;0;
2503;0;asd;False;;;0;
2479;0;asd;False;;;0;
2481;0;asd;False;;;0;
2483;0;asd;False;;;0;
2394;0;asd;False;;;0;
2425;0;asd;False;;;0;
2426;0;asd;False;;;0;
2427;0;asd;False;;;0;
2393;0;asd;False;;;0;
2384;0;asd;False;;;0;
2241;0;asd;False;;;0;
2284;0;asd;False;;;0;
2273;0;asd;False;;;0;
2295;0;asd;False;;;0;
2253;0;asd;False;;;0;
3878;12800;Online;False;4.0;0.0;32000;2018-07-10
2838;0;Online;False;0.0;0.0;0;2017-04-27
3887;70000;Online;False;2.0;0.0;1000000;2018-07-15
3886;9350;Online;False;4.0;0.0;15600;2018-07-15
3888;6000;Reg. LAN;False;8.0;10000.0;10000;2018-07-15
3880;8750;Local LAN;False;6.0;19275.0;19275;2018-07-14
3885;70000;Intl. LAN;False;16.0;0.0;1000000;2018-09-09
3881;9350;Online;False;4.0;1170.0;15600;2018-07-12
3946;0;Online;False;16.0;10000.0;10000;2018-08-12
3944;2985;Online;False;4.0;5800.0;5800;2018-10-05
3930;0;Online;False;8.0;0.0;0;2018-08-22
3966;0;Online;False;17.0;0.0;0;2018-09-18
3897;0;Online;False;16.0;0.0;0;2018-09-01
3965;0;Online;False;20.0;0.0;0;2018-09-17
3898;0;Online;False;14.0;0.0;0;2018-09-06
3964;0;Online;False;24.0;0.0;0;2018-09-18
3928;5000;Online;False;16.0;7000.0;7000;2018-08-11
3940;1500;Online;False;8.0;3000.0;3000;2018-08-28
4010;0;Online;False;8.0;3000.0;3000;2018-08-29
3980;4684;Local LAN;False;2.0;7750.0;7750;2018-10-11
4001;12800;Intl. LAN;False;8.0;32000.0;32000;2018-08-26
3945;9350;Online;False;8.0;1170.0;15600;2018-08-05
4029;0;Online;False;2.0;0.0;0;2018-09-08
4041;0;Online;False;8.0;0.0;0;2018-11-01
4031;0;Online;False;2.0;0.0;0;2018-09-09
4042;0;Online;False;8.0;0.0;0;2018-09-11
4028;75067;Online;False;6.0;0.0;300000;2018-09-09
3995;75067;Online;False;8.0;0.0;300000;2018-08-21
4005;75067;Online;False;8.0;0.0;300000;2018-08-26
4012;75067;Online;False;8.0;0.0;300000;2018-08-30
4015;75067;Online;False;8.0;0.0;300000;2018-09-02
4039;4458;Online;False;4.0;0.0;8000;2018-09-08
3994;49764;Local LAN;False;2.0;0.0;100000;2018-09-09
3879;49764;Intl. LAN;False;16.0;100000.0;100000;2018-10-21
4038;0;Local LAN;False;4.0;0.0;0;2018-09-09
4040;49764;Local LAN;False;4.0;0.0;100000;2018-09-03
4050;49764;Reg. LAN;False;4.0;0.0;100000;2018-09-15
4020;750;Local LAN;False;4.0;0.0;0;2018-09-09
4036;0;Local LAN;False;3.0;0.0;0;2018-09-08
3858;0;Intl. LAN;False;26.0;0.0;0;2018-11-13
4022;0;Online;False;4.0;0.0;0;2018-09-05
3882;0;Online;False;16.0;0.0;0;2018-09-20
3903;0;Online;False;3.0;0.0;0;2018-07-22
3904;0;Online;False;3.0;0.0;0;2018-07-29
3958;49764;Local LAN;False;4.0;0.0;100000;2018-09-09
3957;49764;Online;False;8.0;0.0;100000;2018-08-14
3905;50000;Intl. LAN;False;8.0;100000.0;100000;2018-09-09
3910;3300;Online;False;16.0;11000.0;11000;2018-08-19
3986;0;Local LAN;False;2.0;0.0;0;2018-08-15
4033;1000;Online;False;2.0;1000.0;1000;2018-09-04
4027;2009;Online;False;4.0;4000.0;4000;2018-09-25
4008;300;Online;False;8.0;5000.0;5000;2018-10-15
3961;6000;Online;False;16.0;10000.0;10000;2018-09-18
3959;6000;Online;False;8.0;5000.0;10000;2018-08-19
3960;6000;Online;False;8.0;5000.0;10000;2018-08-25
4021;75067;Online;False;6.0;0.0;300000;2018-09-04
3992;75067;Online;False;8.0;0.0;300000;2018-08-20
3999;75067;Online;False;8.0;0.0;300000;2018-08-24
4007;75067;Online;False;8.0;0.0;300000;2018-08-28
4011;75067;Online;False;8.0;0.0;300000;2018-09-01
3909;3300;Online;False;16.0;11000.0;11000;2018-08-26
3955;6000;Online;False;20.0;10000.0;10000;2018-09-03
3978;0;Online;False;8.0;0.0;0;2018-08-23
3982;5399;Online;False;16.0;2000.0;10500;2018-09-06
3936;5399;Online;False;4.0;0.0;10500;2018-08-15
3474;2800;Intl. LAN;True;2.0;4000.0;4000;2018-09-07
3948;0;Online;False;4.0;0.0;0;2018-09-02
3998;4500;Intl. LAN;False;16.0;7500.0;7500;2018-09-02
4002;49764;Local LAN;False;8.0;0.0;100000;2018-09-01
3996;49764;Local LAN;False;4.0;1350.0;100000;2018-09-01
4003;800;Local LAN;False;2.0;1200.0;1200;2018-09-01
4017;0;Local LAN;False;2.0;0.0;0;2018-09-01
3952;49764;Reg. LAN;False;4.0;0.0;100000;2018-09-02
3953;49764;Online;False;8.0;0.0;100000;2018-08-26
4016;22000;Local LAN;False;2.0;27500.0;27500;2018-09-02
3900;49764;Local LAN;False;4.0;0.0;100000;2018-09-02
3976;104456;Online;False;8.0;0.0;250000;2018-08-31
3954;104456;Intl. LAN;False;16.0;250000.0;250000;2018-11-11
3975;104456;Online;False;8.0;0.0;250000;2018-08-27
3949;49764;Local LAN;False;4.0;0.0;100000;2018-09-01
3968;3050;Online;False;6.0;3050.0;3050;2018-08-29
3988;39535;Online;False;12.0;0.0;80000;2018-08-29
3987;39535;Intl. LAN;False;4.0;80000.0;80000;2018-10-14
3977;5582;Online;False;16.0;10000.0;10000;2018-08-20
4047;1698;Online;False;8;3000;3000;2018-09-16
3967;800;Online;False;8;1300;1300;2018-08-28
3943;4458;Online;False;8;3700;8000;2018-08-26
4006;11500;Local LAN;False;4;13000;13000;2018-09-01
4004;1000;Online;False;4;2000;2000;2018-08-26
3997;0;Local LAN;False;4;0;0;2018-08-26
3989;49764;Online;False;8;0;100000;2018-08-19
3974;104456;Online;False;8;0;250000;2018-08-25
3973;104456;Online;False;8;0;250000;2018-08-21
4000;13850;Local LAN;False;2;20775;20775;2018-08-23
3972;104456;Online;False;8;0;250000;2018-08-25
3971;104456;Online;False;16;0;250000;2018-08-21
3970;104456;Online;False;8;0;250000;2018-08-21
3969;104456;Online;False;8;0;250000;2018-08-18
3993;510;Local LAN;False;4;1200;1200;2018-08-19
3939;3000;Online;False;8;5000;5000;2018-08-19
3983;49764;Local LAN;False;4;1500;100000;2018-08-19
3984;49764;Local LAN;False;4;0;100000;2018-08-18
3990;0;Online;False;2;0;0;2018-08-19
3912;1000;Online;False;8;2700;2700;2018-08-17
3991;9350;Local LAN;False;8;2300;15600;2018-08-18
3937;116651;Online;False;16;0;300000;2018-08-20
3891;116651;Intl. LAN;False;16;300000;300000;2018-10-14
3901;310;Online;False;8;370;370;2018-08-23
3941;18000;Online;False;10;40000;40000;2018-08-15
3979;0;asd;False;2;0;0;2018-08-15
3914;540;Online;False;8;1800;1800;2018-08-16
3889;2250;Online;False;16;7500;7500;2018-08-16
3926;29381;Online;False;14;0;60000;2018-08-11
3923;0;Online;False;4;0;0;2018-07-21
3924;0;Online;False;4;0;0;2018-07-28
3925;29381;Online;False;4;0;60000;2018-08-04
3927;29381;Intl. LAN;False;4;60000;60000;2018-09-30
3947;5797;Online;False;4;11595;11595;2018-08-12
3922;29381;Online;False;8;0;60000;2018-08-11
3919;0;Online;False;4;0;0;2018-07-21
3920;0;Online;False;4;0;0;2018-07-28
3921;29381;Online;False;4;0;60000;2018-08-04
3918;29381;Online;False;8;0;60000;2018-08-11
3915;0;Online;False;4;0;0;2018-07-21
3916;0;Online;False;4;0;0;2018-07-28
3917;29381;Online;False;4;0;60000;2018-08-04
3963;6000;Local LAN;False;4;12390;12390;2018-08-12
3908;29381;Online;False;8;0;60000;2018-08-11
3896;0;Online;False;4;0;0;2018-07-21
3906;0;Online;False;4;0;0;2018-07-28
3907;29381;Online;False;4;0;60000;2018-08-04
3894;49764;Online;False;16;0;100000;2018-08-12
3895;49764;Local LAN;False;4;8398;100000;2018-09-16
3932;600;Online;False;4;1200;1200;2018-08-15
3911;0;Online;False;8;0;0;2018-07-28
3942;1800;Local LAN;False;4;3600;3600;2018-08-05
3899;4500;Online;False;8;8000;8000;2018-08-05
3913;1000;Online;False;8;2000;2000;2018-08-09
3893;116651;Online;False;20;0;300000;2018-08-05
3935;800;Local LAN;False;2;1100;1100;2018-08-04
3938;7650;Local LAN;False;4;12900;12900;2018-08-04
3934;800;Online;False;4;0;1100;2018-08-03
3929;7870;Reg. LAN;False;16;15750;15750;2018-07-29
3890;800;Online;False;8;1350;1350;2018-07-29
3933;5009;Online;False;2;6250;6250;2018-07-28
3902;4687;Intl. LAN;False;4;11700;11700;2018-07-22
3892;116651;Online;False;12;0;300000;2018-07-28
3515;500000;Intl. LAN;False;8;1000000;1000000;2018-07-29
4026;75067;Online;False;4;0;300000;2018-09-20
4077;2009;Online;False;8;0;4000;2018-09-20
4019;1000;Online;False;8;1500;1500;2018-09-19
4080;39121;Online;False;2;0;90000;2018-09-18
4075;2009;Online;False;8;0;4000;2018-09-18
4079;1500;Local LAN;False;2;2500;2500;2018-09-16
4070;1163;Reg. LAN;False;3;2327;2327;2018-09-16
4068;2700;Local LAN;False;4;3645;3645;2018-09-16
4059;13824;Local LAN;False;4;1500;27000;2018-09-16
4069;13500;Local LAN;False;4;41535;41535;2018-09-16
4053;1150;Local LAN;False;4;2300;2300;2018-09-16
4024;0;Online;False;4;0;0;2018-09-13
1910;0;Major;False;8;0;0;2015-08-30
1878;0;Intl. LAN;True;6;0;0;2015-08-16
1874;0;Reg. LAN;False;3;0;0;2015-08-07
1757;20000;Intl. LAN;False;8;40000;40000;2015-08-02
1864;0;Intl. LAN;False;2;0;0;2015-08-01
1862;0;Reg. LAN;False;4;0;0;2015-07-31
1715;30000;Intl. LAN;False;8;117000;117000;2015-07-26
1850;0;Reg. LAN;False;8;0;0;2015-07-24
1616;40000;Intl. LAN;False;8;150000;150000;2015-07-18
1844;0;Intl. LAN;False;4;0;0;2015-07-14
4074;20880;Online;False;8;0;45000;2018-09-30
4073;20880;Online;False;8;0;45000;2018-09-30
3985;75067;Intl. LAN;False;8;300000;300000;2018-10-28
4043;0;Online;False;8;0;0;2018-10-18
4023;49764;Other;False;8;0;100000;2018-09-23
4076;2009;Online;False;8;0;4000;2018-09-23
4086;9261;Online;False;4;0;11800;2018-09-24
4045;0;Online;False;8;5000;5000;2018-09-10
4051;8000;Online;False;16;15000;15000;2018-09-17
4052;8000;Online;False;16;15000;15000;2018-09-12
4085;0;Online;False;2;0;0;2018-09-23
4060;13824;Local LAN;False;4;1500;27000;2018-09-23
4078;2009;Online;False;8;0;4000;2018-09-23
4084;49764;Local LAN;False;4;0;100000;2018-09-23
4032;0;Other;False;2.0;0.0;0;2018-09-23
4018;0;Online;False;8.0;1500.0;1500;2018-09-28
4025;0;Online;False;4.0;0.0;0;2018-09-23
3647;109765;Intl. LAN;False;6.0;250000.0;250000;2018-09-29
4035;765;Online;False;8.0;1300.0;1300;2018-10-02
4046;104456;Online;False;20.0;5000.0;250000;2018-09-24
3956;2152;Local LAN;False;2.0;2902.0;2902;2018-09-28
4048;555;Online;False;4.0;1000.0;1000;2018-09-30
4067;13824;Local LAN;False;4.0;1500.0;27000;2018-09-30
4061;13824;Local LAN;False;4.0;1500.0;27000;2018-09-30
4030;0;Online;False;4.0;0.0;0;2018-09-29
3931;49764;Local LAN;False;4.0;13500.0;100000;2018-09-30
3951;6849;Local LAN;True;4.0;10250.0;10250;2018-10-03
3950;17210;Local LAN;False;16.0;30720.0;30720;2018-10-03
4072;20880;Online;False;10.0;45000.0;45000;2018-11-08
4071;20880;Online;False;10.0;45000.0;45000;2018-11-08
4082;0;Online;False;6.0;0.0;0;2018-11-01
4058;52216;Online;False;8.0;0.0;100000;2018-10-08
4087;9261;Local LAN;False;2.0;11800.0;11800;1999-11-29
4062;13824;Local LAN;False;4.0;1500.0;27000;2018-10-07
4056;14817;Online;False;4.0;0.0;27000;2018-10-06
3981;4684;Local LAN;True;2.0;7750.0;7750;2018-10-12
4063;13824;Local LAN;False;2.0;1500.0;27000;2018-10-14
4064;13824;Local LAN;False;4.0;1500.0;27000;2018-10-18
4057;5399;Reg. LAN;False;8.0;10500.0;10500;2018-10-21
4066;13824;Local LAN;False;4.0;1500.0;27000;2018-10-21
4054;13824;Online;False;4.0;0.0;27000;2018-10-20
4044;0;Online;False;4.0;0.0;0;2018-10-23
4065;13824;Local LAN;False;2.0;1500.0;27000;2018-10-28
4013;14817;Local LAN;False;4.0;27000.0;27000;2018-10-28
4034;1626;Local LAN;False;4.0;3200.0;3200;2018-10-27
3429;50004;Intl. LAN;False;8.0;100000.0;100000;2018-11-18
4081;75876;Intl. LAN;False;8.0;150000.0;150000;2018-12-02
3430;50004;Intl. LAN;False;8.0;100000.0;100000;2018-12-02
4037;0;Reg. LAN;False;6.0;0.0;0;2018-12-16
4055;13824;Reg. LAN;False;4.0;27000.0;27000;2018-11-11
4009;52216;Intl. LAN;False;10.0;100000.0;100000;2018-11-24
4083;0;Intl. LAN;False;8.0;0.0;0;2018-11-25
4049;1422;Online;False;4.0;1430.0;1430;2018-12-17
3884;499938;Intl. LAN;False;16.0;0.0;1000000;2019-02-20
3883;499938;Major;False;16.0;1000000.0;1000000;2019-03-03
3857;0;Intl. LAN;False;2.0;98219.0;98219;2019-04-20
4089;13824;Online;False;4.0;9000.0;27000;2018-09-28
4088;0;Intl. LAN;False;2.0;0.0;0;2018-09-23
4094;6663;Reg. LAN;False;8.0;14440.0;14440;2018-11-11
4093;50004;Intl. LAN;False;8.0;100000.0;100000;2019-10-20
4092;0;Online;False;4.0;0.0;0;2018-09-27
4091;0;Online;False;4.0;0.0;0;2018-09-27
4090;0;Online;False;4.0;0.0;0;2018-09-25
4105;0;Online;False;16.0;0.0;0;2018-10-16
4096;0;Online;False;8.0;0.0;0;2018-10-04
4108;2682;Local LAN;True;2.0;4000.0;4000;2018-10-04
4100;0;Online;False;16.0;7000.0;0;2018-09-30
4101;6023;Local LAN;False;4.0;9650.0;9650;2018-10-07
4103;5959;Online;False;8.0;0.0;10000;2018-10-06
4102;5959;Intl. LAN;False;4.0;10000.0;10000;2018-10-22
4106;0;Reg. LAN;False;4.0;0.0;0;2018-11-09
4098;0;Intl. LAN;False;4.0;0.0;0;2018-12-23
4110;8000;Local LAN;False;2.0;11500.0;11500;2018-10-04
4109;0;Online;False;4.0;0.0;0;2018-10-03
4107;4000;Online;False;4.0;8000.0;0;2018-10-02
4104;0;Online;False;8.0;0.0;0;2018-10-02
4095;0;Online;False;4.0;0.0;0;2018-10-01
4097;0;Online;False;8.0;0.0;0;2018-10-01
4099;0;Online;False;8.0;0.0;0;2018-09-30
4111;1467;Local LAN;False;4.0;3088.0;3088;2018-10-06
4112;4374;Local LAN;False;2.0;9000.0;9000;2018-10-06
4287;0;Online;False;18.0;35000.0;35000;2019-04-08
4288;0;Online;False;18.0;35000.0;35000;2019-04-08
4463;10138;Online;False;15.0;20000.0;20000;2019-06-30
4289;0;Online;False;18.0;10000.0;10000;2019-03-31
4494;5907;Online;False;16.0;11500.0;11500;2019-04-03
4401;249234;Online;False;8.0;0.0;750000;2019-03-26
4398;249234;Online;False;8.0;0.0;750000;2019-03-26
4380;0;Online;False;12.0;0.0;0;2019-04-11
4409;6417;Online;False;16.0;14000.0;0;2019-02-08
4395;0;Online;;;;0;
4498;3005;Online;False;10.0;5000.0;5000;2019-03-31
4488;0;Online;False;8.0;2500.0;2500;2019-04-04
4373;0;Online;False;8.0;0.0;0;2019-02-14
4240;249852;Intl. LAN;False;16.0;500000.0;500000;2019-04-07
4244;45519;Intl. LAN;False;4.0;100000.0;100000;2019-03-31
4497;5907;Online;False;16.0;11500.0;11500;2019-04-07
4462;3413;Online;False;5.0;5300.0;5300;2019-04-14
4366;104241;Online;False;4.0;0.0;250000;2019-03-31
4457;0;Online;False;8.0;0.0;0;2019-03-30
4505;5009;Online;False;2.0;6250.0;6250;2019-03-31
4483;1047;Online;False;7.0;1500.0;1500;2019-03-31
4458;0;Online;False;4.0;0.0;0;2019-04-02
4338;0;Intl. LAN;False;16.0;0.0;0;2019-05-23
4337;0;Intl. LAN;False;16.0;0.0;0;2019-05-23
4327;109765;Intl. LAN;False;6.0;250000.0;250000;2019-04-13
4317;72315;Intl. LAN;False;7.0;113000.0;113000;2019-04-14
4308;49335;Intl. LAN;False;7.0;100000.0;100000;2019-04-21
4236;104241;Intl. LAN;False;13.0;250000.0;250000;2019-05-05
4507;0;Online;False;8.0;0.0;0;2019-04-14
4374;3911;Reg. LAN;False;2.0;5662.0;5662;2019-04-05
4475;45519;Intl. LAN;False;4.0;100000.0;100000;2019-04-07
4367;104241;Online;False;4.0;0.0;250000;2019-04-07
4477;73695;Intl. LAN;False;8.0;2700.0;112394;2019-04-07
4433;8000;Online;False;16;15000;15000;2019-04-12
4496;0;Online;False;4;0;0;2019-04-11
4495;0;Online;False;2;0;0;2019-04-11
4484;249234;Online;False;11;0;750000;2019-05-23
4368;104241;Online;False;8;0;250000;2019-04-14
4381;104241;Online;False;4;0;250000;2019-04-18
4487;17552;Intl. LAN;True;4;30425;30425;2019-04-20
4485;0;Intl. LAN;False;6;0;98219;2019-04-18
4486;0;Intl. LAN;False;0;3040;3040;2019-04-20
4420;13980;Online;False;8;25000;25000;2019-04-28
4414;13980;Online;False;8;25000;25000;2019-04-28
4503;0;Online;False;11;0;0;2019-06-21
4502;0;Online;False;13;0;0;2019-06-21
4501;0;Online;False;13;0;0;2019-06-21
4328;109765;Intl. LAN;False;6;250000;250000;2019-05-11
4309;50004;Intl. LAN;False;8;100000;100000;2019-05-19
4177;102905;Intl. LAN;False;4;250000;250000;2019-06-02
4410;28478;Reg. LAN;False;4;56000;56000;2019-05-05
4421;13980;Online;False;8;25000;25000;2019-05-16
4415;13980;Online;False;8;25000;25000;2019-05-16
4422;13980;Online;False;8;25000;25000;2019-05-24
4416;13980;Online;False;8;25000;25000;2019-05-24
4411;249521;Intl. LAN;False;4;500000;500000;2019-06-09
4310;50004;Intl. LAN;False;8;100000;100000;2019-06-17
4490;249234;Intl. LAN;False;16;750000;750000;2019-06-23
4281;75067;Intl. LAN;False;3;300000;300000;2019-07-07
4500;109765;Intl. LAN;False;6;250000;250000;2019-07-13
4504;0;Intl. LAN;False;0;0;0;2019-07-14
4464;73695;Intl. LAN;False;2;112394;112394;2019-07-14
4446;499938;Intl. LAN;False;8;50000;1000000;2019-07-21
4445;499938;Intl. LAN;False;8;50000;1000000;2019-07-21
4448;499938;Intl. LAN;False;8;50000;1000000;2019-07-28
4447;499938;Intl. LAN;False;8;50000;1000000;2019-07-28
4449;499938;Intl. LAN;False;4;0;1000000;2019-07-29
4443;499938;Intl. LAN;False;16;1000000;1000000;2019-09-08
4450;499938;Intl. LAN;False;16;0;1000000;2019-08-25
4444;50004;Intl. LAN;False;8;100000;100000;2019-09-01
4397;75403;Intl. LAN;False;1;115000;115000;2019-09-14
4442;3000;Reg. LAN;False;4;5000;0;2019-03-24
4476;1200;Intl. LAN;False;8;2700;0;2019-03-24
4471;0;Online;False;8;0;0;2019-03-24
4470;0;Online;False;8;0;0;2019-03-24
4469;0;Online;False;8;0;0;2019-03-24
4365;0;Online;False;8;0;0;2019-03-24
4362;0;Online;False;8;0;0;2019-03-24
4359;0;Online;False;8;0;0;2019-03-24
4499;1415;Local LAN;False;4;2943;0;2019-03-23
4506;1750;Local LAN;False;4;2500;0;2019-03-23
4481;4320;Local LAN;False;4;5400;0;2019-03-23
4326;125000;Intl. LAN;False;6;250000;0;2019-03-23
4423;0;Online;False;16;0;0;2019-03-22
4489;0;Online;False;4;0;0;2019-03-21
4467;0;Online;False;16;0;0;2019-03-21
4468;0;Online;False;8;0;0;2019-03-21
4466;0;Online;False;8;0;0;2019-03-21
4419;12000;Online;False;8;25000;0;2019-03-21
4413;12000;Online;False;8;25000;0;2019-03-21
4435;1250;Online;False;4;2500;0;2019-03-20
4364;0;Online;False;4;0;0;2019-03-20
4361;0;Online;False;4;0;0;2019-03-20
4358;0;Online;False;4;0;0;2019-03-20
4388;18000;Online;False;10;30000;0;2019-03-20
4479;0;Online;False;4;0;0;2019-03-19
4315;60000;Intl. LAN;True;8;105000;0;2019-03-17
4314;500000;Intl. LAN;False;27;890000;0;2019-03-17
4482;2496;Local LAN;False;2;4992;0;2019-03-16
4480;900;Online;False;2;900;0;2019-03-15
4387;4530;Online;False;4;6800;0;2019-03-15
4418;12000;Online;False;8;25000;0;2019-03-14
4412;12000;Online;False;8;25000;0;2019-03-14
4456;0;Online;False;8;0;0;2019-03-13
4478;0;Online;False;4;0;0;2019-03-12
4459;0;Online;False;8;0;0;2019-03-11
4453;0;Online;False;4;0;0;2019-03-11
4474;750;Local LAN;False;4;1200;0;2019-03-10
4465;750;Local LAN;False;4;1400;0;2019-03-10
4424;0;Online;False;16;0;0;2019-03-10
4460;0;Online;False;8;0;0;2019-03-09
4363;0;Online;False;4;0;0;2019-03-07
4360;0;Online;False;4;0;0;2019-03-07
4357;0;Online;False;4;0;0;2019-03-07
4434;1250;Online;False;8;2500;0;2019-03-06
4385;0;Online;False;2;0;0;2019-03-03
4461;0;Local LAN;False;2;0;0;2019-03-03
4392;4000;Reg. LAN;False;4;10500;0;2019-03-03
4371;11383;Intl. LAN;False;8;14797;0;2019-03-02
4386;25000;Intl. LAN;False;8;50000;0;2019-03-02
4441;0;Online;False;8;0;0;2019-03-01
4432;0;Online;False;8;0;0;2019-02-28
4440;0;Online;False;8;0;0;2019-02-27
4439;0;Online;False;4;0;0;2019-02-26
4243;6875;Online;False;14;50000;0;2019-02-26
4403;0;Online;False;2;0;0;2019-02-24
4400;0;Online;False;2;0;0;2019-02-24
4384;0;Online;False;2;0;0;2019-02-24
4431;0;Online;False;8;0;0;2019-02-24
4455;2700;Local LAN;False;4;4500;0;2019-02-24
4438;0;Online;False;4;0;0;2019-02-24
4451;0;Online;False;4;0;0;2019-02-24
4402;0;Online;False;2;0;0;2019-02-23
4399;0;Online;False;2;0.0;0;2019-02-23
4454;0;Online;False;4;0.0;0;2019-02-22
4426;0;Online;False;8;0.0;0;2019-02-22
4430;0;Online;False;8;0.0;0;2019-02-21
4437;0;Online;False;4;0.0;0;2019-02-19
4407;0;Online;False;8;0.0;0;2019-02-19
4429;0;Online;False;8;0.0;0;2019-02-17
4383;0;Online;False;2;0.0;0;2019-02-17
4436;0;Online;False;4;0.0;0;2019-02-17
4417;3000;Online;False;4;7000.0;0;2019-02-17
4379;5650;Reg. LAN;False;4;11300.0;0;2019-02-16
4376;3765;Online;False;8;7530.0;0;2019-02-12
4404;20000;Local LAN;False;2;24000.0;0;2019-02-10
4382;0;Online;False;2;0.0;0;2019-02-10
4427;550;Local LAN;False;4;1250.0;0;2019-02-10
4391;0;Online;False;6;0.0;0;2019-02-10
4425;3450;Local LAN;False;6;6750.0;0;2019-02-10
4428;4500;Reg. LAN;False;2;7500.0;0;2019-02-10
4408;0;Online;False;7;0.0;0;2019-02-09
4346;8500;Online;False;16;15000.0;0;2019-02-09
4394;9000;Online;False;8;20000.0;0;2019-02-09
4356;0;Online;False;8;0.0;0;2019-02-08
4353;0;Online;False;8;0.0;0;2019-02-08
4405;1300;Online;False;8;5700.0;0;2019-02-08
4406;30000;Intl. LAN;False;4;50000.0;0;2019-02-07
4393;7025;Local LAN;False;4;14050.0;0;2019-02-05
4378;0;Online;False;6;0.0;0;2019-02-05
4355;0;Online;False;4;0.0;0;2019-02-03
4352;0;Online;False;16;0.0;0;2019-02-03
4349;25000;Online;False;12;50000.0;0;2019-02-03
4350;7950;Intl. LAN;False;6;14200.0;0;2019-02-02
4390;0;Online;False;4;0.0;0;2019-02-02
4396;6000;Local LAN;False;4;10000.0;0;2019-02-01
4354;0;Online;False;16;0.0;0;2019-01-31
4351;0;Online;False;16;0.0;0;2019-01-31
4348;1250;Online;False;16;2500.0;0;2019-01-29
4210;0;Intl. LAN;False;4;0.0;0;2019-01-27
4370;80000;Intl. LAN;False;4;150000.0;0;2019-01-27
4372;3551;Local LAN;False;4;7200.0;0;2019-01-26
4389;2240;Local LAN;False;16;3200.0;0;2019-01-26
4341;15200;Intl. LAN;False;4;22000.0;0;2019-01-26
4209;30000;Intl. LAN;False;8;50000.0;0;2019-01-26
4207;30000;Intl. LAN;False;8;50000.0;0;2019-01-26
4273;6000;Online;False;16;10000.0;0;2019-01-23
4375;1750;Local LAN;False;4;2500.0;0;2019-01-20
4290;100000;Intl. LAN;False;8;200000.0;0;2019-01-20
4208;30000;Intl. LAN;False;8;50000.0;0;2019-01-20
4206;30000;Intl. LAN;False;8;50000.0;0;2019-01-20
4345;0;Online;False;8;0.0;0;2019-01-20
4347;1250;Online;False;16;2500.0;0;2019-01-15
4322;735;Local LAN;False;2;1100.0;0;2019-01-13
4344;7000;Online;False;8;10000.0;0;2019-01-13
4369;0;Online;False;4;0.0;0;2019-01-10
4227;0;Online;False;16;0.0;0;2019-01-09
4342;0;Intl. LAN;False;8;0.0;0;2019-01-07
4343;6300;Local LAN;False;4;12700.0;0;2019-01-05
4283;0;Online;False;16;0.0;0;2018-12-30
4307;0;Online;False;4;0.0;0;2018-12-29
4339;3000;Online;False;8;5000.0;0;2018-12-28
4331;3000;Online;False;4;5250.0;0;2018-12-28
4321;0;Online;;4;;0;
4340;0;Online;False;11;0.0;0;2018-12-23
4268;0;Local LAN;False;4;0.0;0;2018-12-23
4267;18000;Reg. LAN;False;21;30000.0;0;2018-12-23
4335;6200;Online;False;4;12000.0;0;2018-12-22
4291;0;Online;False;20;0.0;0;2018-12-20
4229;0;Online;False;8;0.0;0;2018-12-19
4297;7000;Online;False;16;15000.0;0;2018-12-19
4305;0;Online;False;2;0.0;0;2018-12-18
4294;0;Online;False;2;0.0;0;2018-12-18
4336;1700;Local LAN;False;4;3400.0;0;2018-12-18
4292;0;Online;False;12;0.0;0;2018-12-18
4265;9000;Online;False;16;15000.0;0;2018-12-18
4333;0;Online;False;4;0.0;0;2018-12-17
4232;2000;Online;False;8;0.0;0;2018-12-17
4332;1122;Local LAN;False;4;2250.0;0;2018-12-16
4330;450;Local LAN;False;4;1010.0;0;2018-12-16
4324;7000;Reg. LAN;False;4;15000.0;0;2018-12-16
4329;300;Local LAN;False;4;0.0;0;2018-12-16
4325;10200;Local LAN;False;4;20400.0;0;2018-12-16
4235;7500;Reg. LAN;False;10;15000.0;0;2018-12-16
4316;800;Online;False;8;1200.0;0;2018-12-16
4183;6000;Online;False;10;10000.0;0;2018-12-16
4323;3400;Local LAN;False;2;5650.0;0;2018-12-15
4319;13600;Local LAN;False;4;26300.0;0;2018-12-15
