matchlinkId;map;teamAId;teamBId
2303546;Mirage;6923;6213
2303548;Overpass;6832;6959
2303548;Train;6832;6959
2303563;Mirage;5395;6686
2303563;Cobblestone;5395;6686
2303549;Cache;6896;6134
2303549;Mirage;6896;6134
2303523;Cobblestone;5991;4991
2303523;Dust2;5991;4991
2303550;Cache;6134;6982
2303550;Overpass;6134;6982
2303564;Cache;7028;5395
2303564;Dust2;7028;5395
2303545;Train;4501;4602
2303545;Dust2;4501;4602
2303524;Overpass;4608;5752
2303524;Dust2;4608;5752
2303524;Cobblestone;4608;5752
2303551;Mirage;4863;4688
2303552;Cache;6773;7086
2303553;Overpass;6908;7059
2303554;Cache;6635;6502
2303555;Overpass;7086;7059
2303556;Cache;6908;6773
2303557;Overpass;6773;7059
2303558;Dust2;4688;6502
2303559;Mirage;6635;4863
2303560;Mirage;6635;4688
2303561;Cobblestone;4863;6502
2303562;Cache;6908;7086
2303565;Mirage;7059;4863
2303565;Train;7059;4863
2303579;Mirage;6774;5258
2303579;Cache;6774;5258
2303566;Cache;4688;6773
2303566;Overpass;4688;6773
2303566;Nuke;4688;6773
2303580;Cache;6747;7029
2303580;Mirage;6747;7029
2303580;Cobblestone;6747;7029
2303577;Mirage;6407;5929
2303577;Cache;6407;5929
2303577;Nuke;6407;5929
2303578;Cache;6131;6686
2303578;Cobblestone;6131;6686
2303525;Mirage;6665;4494
2303525;Dust2;6665;4494
2303573;Dust2;6205;6210
2303573;Cobblestone;6205;6210
2303575;Nuke;6208;6202
2303575;Mirage;6208;6202
2303575;Cache;6208;6202
2303526;Dust2;5378;4411
2303526;Cobblestone;5378;4411
2303536;Cache;7077;5680
2303536;Overpass;7077;5680
2303535;Cache;6176;6010
2303535;Train;6176;6010
2303583;Cobblestone;6109;5798
2303583;Mirage;6109;5798
2303584;Cobblestone;6898;4864
2303584;Cache;6898;4864
2303586;Mirage;7060;7039
2303586;Nuke;7060;7039
2303587;Mirage;5680;6176
2303587;Train;5680;6176
2303588;Cache;7077;6010
2303588;Mirage;7077;6010
2303588;Train;7077;6010
2303591;Dust2;5680;6010
2303591;Train;5680;6010
2303582;Cache;4863;6773
2303582;Dust2;4863;6773
2303581;Train;7059;4688
2303581;Dust2;7059;4688
2303581;Cobblestone;7059;4688
2303592;Mirage;7077;5680
2303592;Dust2;7077;5680
2303596;Cobblestone;6474;6485
2303541;Mirage;5293;5740
2303541;Cache;5293;5740
2303598;Mirage;6342;6248
2303598;Dust2;6342;6248
2303598;Cobblestone;6342;6248
2303597;Nuke;7071;6487
2303599;Cobblestone;6353;6898
2303599;Mirage;6353;6898
2303600;Dust2;7028;7074
2303600;Cache;7028;7074
2303547;Mirage;6923;6745
2303574;Cobblestone;7018;7039
2303574;Cache;7018;7039
2303574;Mirage;7018;7039
2303571;Nuke;4501;6923
2303585;Train;6946;6964
2303589;Nuke;6205;6208
2303589;Dust2;6205;6208
2303589;Cache;6205;6208
2303589;Cobblestone;6205;6208
2303540;Train;5607;7067
2303540;Cobblestone;5607;7067
2303540;Mirage;5607;7067
2303601;Mirage;6109;7029
2303601;Cache;6109;7029
2303602;Dust2;6714;6774
2303602;Mirage;6714;6774
2303604;Nuke;6724;4602
2303604;Mirage;6724;4602
2303603;Mirage;6134;6896
2303603;Cache;6134;6896
2303618;Mirage;6889;6131
2303618;Cache;6889;6131
2303619;Cobblestone;6368;5415
2303619;Dust2;6368;5415
2303605;Cobblestone;6902;5395
2303605;Cache;6902;5395
2303605;Overpass;6902;5395
2303611;Dust2;6271;7097
2303610;Dust2;6271;6272
2303609;Cache;7097;6272
2303608;Dust2;6273;7098
2303607;Cache;6273;7096
2303606;Mirage;7096;7098
2303615;Mirage;6908;6635
2303615;Dust2;6908;6635
2303394;Cobblestone;7067;7066
2303394;Nuke;7067;7066
2303538;Train;5680;6161
2303538;Cache;5680;6161
2303538;Mirage;5680;6161
2303612;Cobblestone;6773;6248
2303612;Train;6773;6248
2303612;Cache;6773;6248
2303616;Cobblestone;6502;7094
2303616;Dust2;6502;7094
2303617;Cobblestone;6502;6635
2303617;Cache;6502;6635
2303617;Dust2;6502;6635
2303503;Nuke;7060;6807
2303503;Cobblestone;7060;6807
2303503;Train;7060;6807
2303622;Mirage;5395;6896
2303622;Cobblestone;5395;6896
2303631;Overpass;6134;4602
2303632;Mirage;5929;7020
2303626;Mirage;4688;5122
2303626;Cobblestone;4688;5122
2303625;Mirage;6407;7058
2303625;Cache;6407;7058
2303623;Mirage;6902;6134
2303623;Cache;6902;6134
2303623;Train;6902;6134
2303630;Dust2;6889;5415
2303630;Cache;6889;5415
2303630;Overpass;6889;5415
2303641;Cobblestone;4602;5929
2303641;Nuke;4602;5929
2303624;Overpass;6923;7074
2303627;Dust2;5395;6807
2303627;Cobblestone;5395;6807
2303629;Dust2;6271;7096
2303629;Cache;6271;7096
2303628;Mirage;6272;6273
2303628;Cache;6272;6273
2303633;Cache;6898;4864
2303633;Train;6898;4864
2303633;Overpass;6898;4864
2303537;Train;6176;7065
2303537;Dust2;6176;7065
2303542;Cobblestone;7066;6468
2303542;Train;7066;6468
2303636;Train;6474;5798
2303636;Mirage;6474;5798
2303634;Cache;7086;6504
2303634;Mirage;7086;6504
2303634;Cobblestone;7086;6504
2303635;Cache;6898;6504
2303635;Cobblestone;6898;6504
2303637;Train;6353;6714
2303637;Mirage;6353;6714
2303647;Cache;7020;6134
2303647;Dust2;7020;6134
2303647;Cobblestone;7020;6134
2303653;Mirage;7058;6134
2303653;Cache;7058;6134
2303653;Cobblestone;7058;6134
2303621;Mirage;7074;7028
2303621;Train;7074;7028
2303621;Cache;7074;7028
2303644;Cobblestone;6902;6896
2303644;Mirage;6902;6896
2303638;Cache;7020;6134
2303638;Mirage;7020;6134
2303652;Dust2;6271;6273
2303652;Cache;6271;6273
2303652;Cobblestone;6271;6273
2303656;Dust2;7091;7092
2303656;Cache;7091;7092
2303656;Mirage;7091;7092
2303539;Dust2;6010;7077
2303539;Overpass;6010;7077
2303539;Cache;6010;7077
2303654;Overpass;6474;6898
2303654;Train;6474;6898
2303657;Dust2;4865;7091
2303657;Cache;4865;7091
2303668;Cache;7069;7070
2303669;Train;6477;7072
2303655;Mirage;6714;6248
2303655;Cobblestone;6714;6248
2303655;Cache;6714;6248
2303658;Cache;6504;4864
2303658;Mirage;6504;4864
2303569;Mirage;4869;7020
2303569;Cobblestone;4869;7020
2303645;Dust2;4688;4501
2303645;Cobblestone;4688;4501
2303645;Nuke;4688;4501
2303620;Cobblestone;6923;4579
2303620;Overpass;6923;4579
2303642;Cobblestone;5395;7018
2303642;Cache;5395;7018
2303663;Cobblestone;4501;4602
2303663;Overpass;4501;4602
2303646;Dust2;4869;4688
2303646;Mirage;4869;4688
2303646;Cache;4869;4688
2303670;Mirage;7024;7093
2303670;Train;7024;7093
2303670;Nuke;7024;7093
2303659;Cobblestone;6293;6294
2303659;Mirage;6293;6294
2303671;Cache;6747;7093
2303671;Cobblestone;6747;7093
2303660;Cache;6765;6569
2303660;Dust2;6765;6569
2303660;Mirage;6765;6569
2303672;Mirage;6899;7024
2303672;Overpass;6899;7024
2303675;Cobblestone;7020;6896
2303675;Nuke;7020;6896
2303674;Mirage;5412;6407
2303674;Cache;5412;6407
2303661;Train;5153;6294
2303661;Cache;5153;6294
2303662;Cache;7100;6569
2303662;Cobblestone;7100;6569
2303662;Train;7100;6569
2303594;Cobblestone;4991;4608
2303594;Train;4991;4608
2303595;Train;4494;5378
2303595;Cache;4494;5378
2303677;Cache;6908;7094
2303677;Train;6908;7094
2303677;Nuke;6908;7094
2303680;Mirage;6293;7100
2303681;Overpass;6765;5153
2303678;Mirage;6502;6908
2303678;Cache;6502;6908
2303686;Overpass;5158;5153
2303686;Train;5158;5153
2303687;Cache;6764;6294
2303687;Train;6764;6294
2303648;Dust2;7028;7018
2303648;Cobblestone;7028;7018
2303664;Dust2;4688;6959
2303664;Cache;4688;6959
2303664;Mirage;4688;6959
2303690;Cobblestone;5929;7020
2303690;Mirage;5929;7020
2303688;Cobblestone;6403;7100
2303688;Train;6403;7100
2303665;Dust2;4869;4501
2303665;Cobblestone;4869;4501
2303649;Mirage;4559;7020
2303649;Cache;4559;7020
2303689;Cache;5154;6569
2303689;Cobblestone;5154;6569
2303676;Cobblestone;4991;5378
2303676;Mirage;4991;5378
2303701;Train;7086;4864
2303701;Mirage;7086;4864
2303691;Train;5158;6294
2303691;Cobblestone;5158;6294
2303692;Cobblestone;6485;6342
2303702;Cache;6898;7086
2303702;Cobblestone;6898;7086
2303693;Train;6487;6490
2303695;Train;6403;5154
2303695;Dust2;6403;5154
2303695;Cache;6403;5154
2303703;Cobblestone;7092;6790
2303703;Cache;7092;6790
2303683;Cobblestone;7059;6896
2303683;Nuke;7059;6896
2303698;Train;6621;6789
2303698;Dust2;6621;6789
2303697;Cobblestone;7018;7020
2303697;Mirage;7018;7020
2303697;Dust2;7018;7020
2303666;Dust2;4501;6959
2303666;Cache;4501;6959
2303684;Cobblestone;5395;6134
2303684;Cache;5395;6134
2303700;Mirage;5158;6403
2303700;Cache;5158;6403
2303700;Train;5158;6403
2303699;Mirage;6619;6618
2303699;Train;6619;6618
2303699;Cobblestone;6619;6618
2303696;Cache;7028;4559
2303696;Dust2;7028;4559
2303696;Nuke;7028;4559
2303570;Overpass;7059;7020
2303570;Mirage;7059;7020
2303667;Dust2;4869;6959
2303667;Mirage;4869;6959
2303667;Cache;4869;6959
2303685;Overpass;5395;6982
2303685;Cache;5395;6982
2303710;Train;6789;6618
2303711;Train;6621;6619
2303711;Cobblestone;6621;6619
2303711;Cache;6621;6619
2303704;Mirage;5422;7060
2303704;Nuke;5422;7060
2303704;Overpass;5422;7060
2303714;Cobblestone;7020;6724
2303714;Train;7020;6724
2303712;Overpass;7059;7039
2303712;Mirage;7059;7039
2303705;Mirage;5422;6686
2303705;Cobblestone;5422;6686
2303705;Nuke;5422;6686
2303717;Mirage;7074;6220
2303717;Nuke;7074;6220
2303717;Cache;7074;6220
2303706;Overpass;7059;5422
2303706;Mirage;7059;5422
2303713;Mirage;7020;4559
2303713;Cache;7020;4559
2303726;Mirage;6353;6747
2303726;Cobblestone;6353;6747
2303727;Cache;6248;6773
2303727;Dust2;6248;6773
2303727;Cobblestone;6248;6773
2303728;Nuke;6681;6474
2303728;Train;6681;6474
2303728;Overpass;6681;6474
2303729;Mirage;6774;7102
2303729;Cache;6774;7102
2303718;Dust2;7028;7039
2303718;Mirage;7028;7039
2303718;Cobblestone;7028;7039
2303650;Mirage;6724;6220
2303650;Overpass;6724;6220
2303650;Train;6724;6220
2303708;Overpass;7060;6686
2303708;Dust2;7060;6686
2303708;Mirage;7060;6686
2303651;Overpass;7074;7039
2303651;Mirage;7074;7039
2303730;Mirage;6747;6774
2303730;Cache;6747;6774
2303730;Cobblestone;6747;6774
2303707;Train;6686;7059
2303707;Overpass;6686;7059
2303707;Mirage;6686;7059
2303732;Mirage;6724;7074
2303732;Train;6724;7074
2303732;Cache;6724;7074
2303722;Dust2;6279;6281
2303719;Train;7028;6959
2303719;Mirage;7028;6959
2303720;Cobblestone;4501;7020
2303720;Overpass;4501;7020
2303723;Mirage;6279;6280
2303733;Cache;6220;7039
2303733;Mirage;6220;7039
2303709;Mirage;7059;7060
2303709;Overpass;7059;7060
2303724;Cobblestone;6281;6280
2303721;Cache;7020;6407
2303721;Mirage;7020;6407
2303734;Cobblestone;7092;6502
2303734;Mirage;7092;6502
2303734;Cache;7092;6502
2303735;Cache;7024;6898
2303735;Cobblestone;7024;6898
2303735;Mirage;7024;6898
2303767;Dust2;7070;6342
2303754;Dust2;6724;6669
2303754;Cobblestone;6724;6669
2303754;Overpass;6724;6669
2303768;Train;7072;6490
2303736;Cache;6908;4865
2303736;Mirage;6908;4865
2303758;Mirage;5310;7020
2303758;Nuke;5310;7020
2303755;Mirage;7060;7101
2303755;Train;7060;7101
2303761;Dust2;6724;6220
2303761;Cache;6724;6220
2303760;Mirage;6278;6282
2303762;Mirage;6278;6285
2303759;Mirage;5310;7073
2303759;Train;5310;7073
2303764;Cobblestone;4501;7103
2303764;Nuke;4501;7103
2303764;Cache;4501;7103
2303774;Dust2;7028;4869
2303774;Cache;7028;4869
2303774;Train;7028;4869
2303763;Overpass;6282;6285
2303766;Cache;6556;6981
2303766;Dust2;6556;6981
2303766;Cobblestone;6556;6981
2303765;Overpass;6680;6707
2303765;Dust2;6680;6707
2303737;Mirage;6504;6899
2303737;Cache;6504;6899
2303775;Train;6502;6474
2303775;Mirage;6502;6474
2303775;Overpass;6502;6474
2303741;Mirage;4688;4559
2303742;Cobblestone;6865;7028
2303744;Cache;4688;7028
2303776;Train;6898;6773
2303776;Cobblestone;6898;6773
2303743;Mirage;4559;6865
2303778;Dust2;6281;6285
2303778;Train;6281;6285
2303745;Dust2;4688;6865
2303745;Nuke;4688;6865
2303745;Mirage;4688;6865
2303756;Train;6651;7017
2303756;Dust2;6651;7017
2303777;Mirage;6279;6282
2303777;Cache;6279;6282
2303777;Cobblestone;6279;6282
2303746;Mirage;4869;7039
2303747;Dust2;5929;4602
2303757;Mirage;6921;7020
2303757;Cobblestone;6921;7020
2303748;Mirage;4869;5929
2303749;Cobblestone;7039;4602
2303750;Train;4602;5929
2303750;Cobblestone;4602;5929
2303779;Mirage;4865;5680
2303779;Dust2;4865;5680
2303779;Overpass;4865;5680
2303780;Cache;6504;4863
2303780;Train;6504;4863
2303751;Cobblestone;4559;5929
2303751;Dust2;4559;5929
2303796;Mirage;6898;6485
2303796;Dust2;6898;6485
2303796;Overpass;6898;6485
2303781;Mirage;6474;6773
2303781;Train;6474;6773
2303781;Cache;6474;6773
2303752;Nuke;4688;4869
2303752;Dust2;4688;4869
2303752;Cobblestone;4688;4869
2303784;Cache;6281;6279
2303784;Dust2;6281;6279
2303784;Mirage;6281;6279
2303782;Cobblestone;6651;7020
2303782;Dust2;6651;7020
2303753;Cache;5929;4688
2303753;Cobblestone;5929;4688
2303783;Cobblestone;6651;7073
2303783;Cache;6651;7073
2303783;Nuke;6651;7073
2303790;Mirage;5680;4863
2303790;Dust2;5680;4863
2303790;Train;5680;4863
2303798;Cache;7112;7113
2303798;Mirage;7112;7113
2303799;Cobblestone;6422;7115
2303799;Overpass;6422;7115
2303791;Nuke;6474;5680
2303791;Train;6474;5680
2303791;Cobblestone;6474;5680
2303800;Nuke;7116;7117
2303800;Mirage;7116;7117
2303800;Overpass;7116;7117
2303801;Cache;7111;7113
2303801;Cobblestone;7111;7113
2303787;Cache;6490;6485
2303787;Overpass;6490;6485
2303822;Mirage;6422;7116
2303822;Dust2;6422;7116
2303795;Mirage;6342;6192
2303795;Dust2;6342;6192
2303795;Overpass;6342;6192
2303802;Overpass;7027;6896
2303803;Mirage;7020;7119
2303804;Mirage;6810;7121
2303805;Cache;7118;7120
2303806;Cache;7018;4781
2303807;Mirage;6686;7122
2303808;Mirage;6782;7123
2303810;Mirage;4690;7124
2303814;Cache;7027;7120
2303815;Mirage;6686;7123
2303816;Cache;4781;7119
2303819;Mirage;6810;7124
2303821;Mirage;7027;7124
2303788;Mirage;7020;7073
2303788;Cobblestone;7020;7073
2303788;Cache;7020;7073
2303823;Mirage;6686;7119
2303824;Mirage;7124;6686
2303789;Nuke;6651;5310
2303789;Train;6651;5310
2303770;Overpass;6425;6792
2303770;Train;6425;6792
2303769;Dust2;7104;7105
2303769;Mirage;7104;7105
2303809;Mirage;6773;7109
2303809;Dust2;6773;7109
2303811;Mirage;6248;6352
2303811;Dust2;6248;6352
2303794;Mirage;6774;6353
2303794;Dust2;6774;6353
2303794;Overpass;6774;6353
2303812;Mirage;6109;7108
2303812;Dust2;6109;7108
2303817;Cobblestone;6407;6923
2303817;Mirage;6407;6923
2303813;Mirage;6714;6715
2303813;Dust2;6714;6715
2303813;Overpass;6714;6715
2303828;Train;5106;7107
2303828;Cobblestone;5106;7107
2303772;Dust2;7020;6959
2303772;Cobblestone;7020;6959
2303849;Mirage;5153;5154
2303849;Dust2;5153;5154
2303849;Overpass;5153;5154
2303771;Cobblestone;7062;7039
2303771;Cache;7062;7039
2303825;Cache;6220;7028
2303825;Train;6220;7028
2303850;Mirage;6874;6621
2303850;Dust2;6874;6621
2303851;Mirage;6789;6968
2303851;Dust2;6789;6968
2303832;Overpass;5005;6792
2303832;Cache;5005;6792
2303832;Cobblestone;5005;6792
2303852;Mirage;6798;7125
2303852;Dust2;6798;7125
2303852;Overpass;6798;7125
2303853;Mirage;7051;6787
2303853;Dust2;7051;6787
2303853;Overpass;7051;6787
2303847;Mirage;5107;6313
2303847;Cache;5107;6313
2303863;Cache;7039;6220
2303863;Mirage;7039;6220
2303818;Cobblestone;4602;6686
2303818;Nuke;4602;6686
2303859;Mirage;7020;7074
2303859;Cache;7020;7074
2303848;Overpass;6283;5076
2303848;Cache;6283;5076
2303870;Train;7062;4869
2303870;Cobblestone;7062;4869
2303860;Mirage;6569;6403
2303860;Dust2;6569;6403
2303861;Mirage;5158;6765
2303861;Dust2;5158;6765
2303862;Cobblestone;4501;6959
2303862;Overpass;4501;6959
2303862;Dust2;4501;6959
2303858;Train;6902;7059
2303858;Dust2;6902;7059
2303858;Cobblestone;6902;7059
2303830;Dust2;6686;4688
2303830;Cache;6686;4688
2303830;Train;6686;4688
2303834;Dust2;5005;6981
2303834;Cache;5005;6981
2303854;Mirage;6785;6587
2303854;Dust2;6785;6587
2303871;Cobblestone;7104;6556
2303871;Mirage;7104;6556
2303855;Mirage;6554;6799
2303855;Dust2;6554;6799
2303876;Cobblestone;6981;7105
2303876;Cache;6981;7105
2303872;Overpass;6680;6792
2303872;Cache;6680;6792
2303874;Cache;5111;5754
2303874;Train;5111;5754
2303826;Dust2;7020;6959
2303826;Mirage;7020;6959
2303826;Cache;7020;6959
2303880;Mirage;6921;7101
2303880;Dust2;6921;7101
2303877;Train;4602;6896
2303877;Mirage;4602;6896
2303875;Cache;5113;5116
2303875;Mirage;5113;5116
2303875;Overpass;5113;5116
2303881;Mirage;7060;7020
2303881;Overpass;7060;7020
2303820;Nuke;6946;4559
2303820;Cache;6946;4559
2303820;Dust2;6946;4559
2303836;Cache;5005;7105
2303836;Overpass;5005;7105
2303836;Train;5005;7105
2303844;Train;7104;6425
2303844;Mirage;7104;6425
2303837;Mirage;6981;6792
2303837;Cobblestone;6981;6792
2303837;Train;6981;6792
2303887;Overpass;6799;7137
2303887;Cobblestone;6799;7137
2303887;Mirage;6799;7137
2303865;Train;7129;7130
2303865;Cache;7129;7130
2303869;Train;5607;7133
2303869;Cache;5607;7133
2303879;Train;5680;7135
2303879;Cache;5680;7135
2303884;Train;7134;7127
2303884;Cache;7134;7127
2303864;Train;6474;6487
2303864;Cobblestone;6474;6487
2303866;Train;7066;7136
2303866;Cache;7066;7136
2303885;Train;6773;6192
2303885;Cache;6773;6192
2303886;Train;6714;6352
2303886;Cache;6714;6352
2303892;Cache;5102;6284
2303892;Dust2;5102;6284
2303895;Cache;6896;7020
2303895;Mirage;6896;7020
2303894;Train;6959;6686
2303894;Dust2;6959;6686
2303893;Cache;5110;5075
2303893;Mirage;5110;5075
2303891;Dust2;7028;7020
2303891;Cache;7028;7020
2303891;Cobblestone;7028;7020
2303827;Nuke;5310;4501
2303827;Cache;5310;4501
2303898;Train;6798;6621
2303898;Cache;6798;6621
2303835;Overpass;6792;7105
2303835;Cobblestone;6792;7105
2303896;Train;6947;7051
2303896;Cache;6947;7051
2303897;Train;6789;6618
2303897;Cache;6789;6618
2303888;Mirage;6798;6630
2303888;Overpass;6798;6630
2303878;Train;7128;6161
2303878;Cache;7128;6161
2303900;Train;7108;5013
2303900;Cache;7108;5013
2303900;Inferno;7108;5013
2303901;Train;6774;6485
2303901;Cache;6774;6485
2303908;Mirage;5144;5067
2303908;Train;5144;5067
2303909;Cache;5068;5077
2303909;Mirage;5068;5077
2303909;Cobblestone;5068;5077
2303902;Cache;6417;6420
2303903;Dust2;6418;6420
2303904;Mirage;6419;6420
2303842;Mirage;6290;6425
2303842;Train;6290;6425
2303883;Train;6587;6799
2303883;Cache;6587;6799
2303883;Inferno;6587;6799
2303906;Cobblestone;6422;7111
2303906;Cache;6422;7111
2303911;Dust2;6474;6773
2303911;Mirage;6474;6773
2303913;Cobblestone;5109;5074
2303913;Mirage;5109;5074
2303910;Train;6403;5154
2303910;Cache;6403;5154
2303910;Inferno;6403;5154
2303914;Cache;5117;5755
2303914;Overpass;5117;5755
2303843;Cache;6736;6290
2303843;Cobblestone;6736;6290
2303843;Overpass;6736;6290
2303905;Nuke;6474;6485
2303905;Overpass;6474;6485
2303926;Overpass;7130;5293
2303926;Nuke;7130;5293
2303934;Overpass;6773;6714
2303934;Nuke;6773;6714
2303935;Overpass;5013;6774
2303935;Nuke;5013;6774
2303941;Overpass;7059;7144
2303942;Mirage;7142;5310
2303943;Cache;7028;7143
2303945;Cache;7145;6368
2303946;Dust2;6923;7140
2303948;Cobblestone;7120;7146
2303944;Overpass;4688;4501
2303947;Dust2;4894;7123
2303949;Cobblestone;7140;7059
2303950;Mirage;7142;7123
2303952;Cobblestone;7120;4501
2303953;Train;7145;7028
2303955;Cache;7120;7028
2303954;Mirage;7059;7123
2303956;Train;7120;7059
2303957;Cache;5158;6764
2303957;Cobblestone;5158;6764
2303930;Cache;6798;7137
2303930;Dust2;6798;7137
2303958;Cobblestone;6403;5154
2303958;Dust2;6403;5154
2303933;Cache;7028;7020
2303933;Dust2;7028;7020
2303960;Cobblestone;5929;7150
2303960;Cache;5929;7150
2303959;Dust2;7147;7149
2303959;Mirage;7147;7149
2303961;Cobblestone;7018;7148
2303961;Mirage;7018;7148
2303907;Train;5158;6294
2303907;Cache;5158;6294
2303962;Overpass;7151;6780
2303962;Cache;7151;6780
2303963;Cache;7153;6586
2303963;Mirage;7153;6586
2303963;Cobblestone;7153;6586
2303965;Dust2;7154;6279
2303965;Cobblestone;7154;6279
2303968;Cobblestone;6680;7155
2303968;Inferno;6680;7155
2303968;Nuke;6680;7155
2303927;Overpass;7066;7134
2303927;Nuke;7066;7134
2303928;Overpass;5680;5607
2303928;Nuke;5680;5607
2303928;Mirage;5680;5607
2303694;Dust2;4863;6773
2303694;Cache;4863;6773
2303694;Mirage;4863;6773
2303694;Overpass;4863;6773
2303917;Cache;5134;5104
2303917;Dust2;5134;5104
2303964;Train;4602;7039
2303964;Mirage;4602;7039
2303964;Cobblestone;4602;7039
2303873;Mirage;6134;5422
2303873;Train;6134;5422
2303873;Overpass;6134;5422
2303918;Mirage;5073;6277
2303918;Train;5073;6277
2303918;Cache;5073;6277
2303966;Dust2;7149;6780
2303966;Overpass;7149;6780
2303967;Mirage;5158;6403
2303967;Cobblestone;5158;6403
2303972;Cobblestone;5929;7018
2303972;Cache;5929;7018
2303973;Overpass;6586;7154
2303973;Cobblestone;6586;7154
2303973;Mirage;6586;7154
2303971;Cobblestone;7150;7148
2303971;Dust2;7150;7148
2303974;Cache;7153;6279
2303974;Mirage;7153;6279
2303974;Overpass;7153;6279
2303970;Cache;6764;5154
2303970;Dust2;6764;5154
2303969;Train;7151;7147
2303969;Cache;7151;7147
2303912;Cobblestone;5378;6902
2303912;Cache;5378;6902
2303931;Overpass;6947;6621
2303931;Nuke;6947;6621
2303990;Cobblestone;7066;5680
2303990;Dust2;7066;5680
2303990;Cache;7066;5680
2303929;Overpass;6010;6161
2303929;Nuke;6010;6161
2303929;Mirage;6010;6161
2303919;Mirage;5105;5079
2303919;Cache;5105;5079
2303920;Mirage;5112;5080
2303920;Cache;5112;5080
2303984;Mirage;5988;5422
2303984;Overpass;5988;5422
2303984;Nuke;5988;5422
2303915;Mirage;6407;4559
2303915;Cobblestone;6407;4559
2303915;Cache;6407;4559
2303989;Cobblestone;4602;7020
2303989;Mirage;4602;7020
2304017;Cache;6673;6736
2304017;Dust2;6673;6736
2304017;Mirage;6673;6736
2303932;Overpass;6587;6789
2303932;Nuke;6587;6789
2304024;Cobblestone;6010;5293
2304024;Dust2;6010;5293
2304024;Cache;6010;5293
2303921;Dust2;5106;5114
2303921;Train;5106;5114
2303921;Mirage;5106;5114
2304023;Nuke;4602;6686
2304023;Mirage;4602;6686
2303991;Mirage;6651;6724
2303991;Dust2;6651;6724
2303991;Cobblestone;6651;6724
2303922;Overpass;5107;5076
2303922;Dust2;5107;5076
2303922;Cobblestone;5107;5076
2303996;Cobblestone;5991;7020
2303996;Mirage;5991;7020
2303996;Cache;5991;7020
2303998;Train;6667;7059
2303937;Train;6959;4869
2303937;Inferno;6959;4869
2303992;Dust2;7017;6669
2303992;Cobblestone;7017;6669
2303999;Mirage;7059;6667
2304028;Mirage;5158;6403
2304028;Cache;5158;6403
2304000;Nuke;5378;4411
2303997;Mirage;7059;6667
2303997;Cobblestone;7059;6667
2304001;Overpass;4411;5378
2304006;Mirage;5974;6615
2304006;Cobblestone;5974;6615
2303983;Cobblestone;5752;5973
2303951;Train;6290;6680
2303951;Dust2;6290;6680
2303982;Dust2;5973;5752
2303981;Mirage;5005;6615
2303980;Train;6615;5005
2304026;Mirage;7066;6010
2304026;Cache;7066;6010
2304046;Cache;6487;6490
2304046;Overpass;6487;6490
2304021;Mirage;6773;6774
2304021;Cache;6773;6774
2303923;Train;5111;5116
2303923;Cache;5111;5116
2303994;Mirage;7060;6921
2303994;Cobblestone;7060;6921
2304002;Cobblestone;7059;4411
2304027;Mirage;7157;7020
2304027;Cobblestone;7157;7020
2304027;Overpass;7157;7020
2304003;Overpass;4411;7059
2303924;Cache;5102;5075
2303924;Mirage;5102;5075
2303924;Train;5102;5075
2304029;Nuke;5422;5991
2304029;Dust2;5422;5991
2304004;Train;6667;5378
2303995;Cache;6651;6669
2303995;Dust2;6651;6669
2304005;Mirage;5378;6667
2304045;Overpass;6959;6134
2304045;Cache;6959;6134
2304045;Mirage;6959;6134
2304048;Dust2;5310;7059
2304048;Cobblestone;5310;7059
2303533;Dust2;6686;4602
2303533;Overpass;6686;4602
2303979;Mirage;6290;6680
2303979;Cache;6290;6680
2304044;Mirage;6621;6789
2304044;Cache;6621;6789
2303988;Cobblestone;5752;7010
2303987;Overpass;7010;5752
2304030;Cache;6792;6211
2304030;Cobblestone;6792;6211
2303986;Dust2;5973;6680
2303985;Nuke;6680;5973
2303925;Cobblestone;5144;5068
2303925;Train;5144;5068
2303925;Mirage;5144;5068
2304049;Cache;6959;6134
2304049;Mirage;6959;6134
2304049;Overpass;6959;6134
2303993;Mirage;5134;5073
2303993;Dust2;5134;5073
2304052;Cache;6417;6418
2304053;Mirage;6420;6418
2304050;Cobblestone;7059;7073
2304050;Train;7059;7073
2304054;Cache;6419;6418
2304062;Train;6290;7010
2304062;Mirage;6290;7010
2304063;Mirage;5996;6211
2304063;Cache;5996;6211
2304063;Dust2;5996;6211
2304055;Mirage;4863;6747
2304055;Cache;4863;6747
2303977;Overpass;5680;5293
2303977;Mirage;5680;5293
2303977;Dust2;5680;5293
2304064;Cobblestone;6693;6343
2304064;Nuke;6693;6343
2304064;Train;6693;6343
2304067;Dust2;6473;4576
2303978;Overpass;6010;7077
2303978;Cobblestone;6010;7077
2304065;Cobblestone;4501;5395
2304065;Nuke;4501;5395
2304070;Train;7158;6251
2304071;Cache;4576;7158
2304071;Mirage;4576;7158
2304066;Cobblestone;6343;5395
2304066;Cache;6343;5395
2304066;Overpass;6343;5395
2303936;Mirage;5109;5117
2303936;Cache;5109;5117
2304007;Dust2;4608;5995
2304072;Train;6473;6251
2304008;Train;5995;4608
2304073;Cache;4576;6473
2304073;Overpass;4576;6473
2304073;Cobblestone;4576;6473
2304009;Overpass;7059;6665
2304022;Mirage;5105;5112
2304022;Cache;5105;5112
2304010;Train;6665;7059
2304011;Cache;6667;5991
2304012;Mirage;5991;6667
2304037;Dust2;6736;6680
